ip,fqdn
139.177.202.26,us.pool.ntp.org
139.180.160.82,1.oceania.pool.ntp.org
139.180.160.82,2.oceania.pool.ntp.org
139.180.160.82,3.au.pool.ntp.org
139.180.160.82,au.pool.ntp.org
139.180.160.82,oceania.pool.ntp.org
140.245.90.15,1.asia.pool.ntp.org
140.245.90.15,1.jp.pool.ntp.org
140.245.90.15,2.jp.pool.ntp.org
140.245.90.15,3.jp.pool.ntp.org
140.245.90.15,jp.pool.ntp.org
141.82.25.202,de.pool.ntp.org
141.84.43.73,0.europe.pool.ntp.org
141.84.43.73,1.de.pool.ntp.org
141.84.43.73,1.europe.pool.ntp.org
141.84.43.73,3.de.pool.ntp.org
141.84.43.73,de.pool.ntp.org
141.84.43.74,1.de.pool.ntp.org
141.84.43.74,1.europe.pool.ntp.org
141.84.43.74,2.de.pool.ntp.org
141.84.43.74,3.de.pool.ntp.org
141.84.43.74,3.europe.pool.ntp.org
141.84.43.74,de.pool.ntp.org
141.84.43.75,1.europe.pool.ntp.org
141.84.43.75,2.de.pool.ntp.org
141.84.43.75,de.pool.ntp.org
141.95.53.20,1.de.pool.ntp.org
141.95.53.20,3.de.pool.ntp.org
141.95.53.20,de.pool.ntp.org
141.95.53.20,europe.pool.ntp.org
141.98.136.83,0.europe.pool.ntp.org
141.98.136.83,2.de.pool.ntp.org
141.98.136.83,2.europe.pool.ntp.org
141.98.136.83,3.de.pool.ntp.org
141.98.136.83,3.europe.pool.ntp.org
141.98.136.83,de.pool.ntp.org
141.98.136.83,europe.pool.ntp.org
141.144.230.32,1.de.pool.ntp.org
141.144.230.32,1.europe.pool.ntp.org
141.144.230.32,de.pool.ntp.org
141.144.230.32,europe.pool.ntp.org
141.144.241.16,0.ma.pool.ntp.org
141.144.241.16,1.ma.pool.ntp.org
141.144.241.16,2.ma.pool.ntp.org
141.144.241.16,3.ma.pool.ntp.org
141.144.241.16,ma.pool.ntp.org
141.144.246.224,0.europe.pool.ntp.org
141.144.246.224,0.ma.pool.ntp.org
141.144.246.224,1.de.pool.ntp.org
141.144.246.224,1.europe.pool.ntp.org
141.144.246.224,1.lu.pool.ntp.org
141.144.246.224,1.ma.pool.ntp.org
141.144.246.224,2.de.pool.ntp.org
141.144.246.224,2.europe.pool.ntp.org
141.144.246.224,2.ma.pool.ntp.org
141.144.246.224,3.de.pool.ntp.org
141.144.246.224,3.europe.pool.ntp.org
141.144.246.224,3.lu.pool.ntp.org
141.144.246.224,3.ma.pool.ntp.org
141.144.246.224,3.nl.pool.ntp.org
141.144.246.224,de.pool.ntp.org
141.144.246.224,europe.pool.ntp.org
141.144.246.224,lu.pool.ntp.org
141.144.246.224,ma.pool.ntp.org
141.144.246.224,nl.pool.ntp.org
141.147.71.134,gb.pool.ntp.org
141.147.97.37,2.gb.pool.ntp.org
141.147.97.37,gb.pool.ntp.org
141.193.84.84,0.bs.pool.ntp.org
141.193.84.84,1.bs.pool.ntp.org
141.193.84.84,2.bs.pool.ntp.org
141.193.84.84,3.bs.pool.ntp.org
141.193.84.84,bs.pool.ntp.org
141.193.84.86,0.bs.pool.ntp.org
141.193.84.86,1.bs.pool.ntp.org
141.193.84.86,2.bs.pool.ntp.org
141.193.84.86,3.bs.pool.ntp.org
141.193.84.86,bs.pool.ntp.org
141.193.84.87,0.bs.pool.ntp.org
141.193.84.87,1.bs.pool.ntp.org
141.193.84.87,2.bs.pool.ntp.org
141.193.84.87,3.bs.pool.ntp.org
141.193.84.87,bs.pool.ntp.org
141.193.85.84,0.bb.pool.ntp.org
141.193.85.84,1.bb.pool.ntp.org
141.193.85.84,2.bb.pool.ntp.org
141.193.85.84,3.bb.pool.ntp.org
141.193.85.84,bb.pool.ntp.org
141.193.85.85,0.bb.pool.ntp.org
141.193.85.85,1.bb.pool.ntp.org
141.193.85.85,2.bb.pool.ntp.org
141.193.85.85,3.bb.pool.ntp.org
141.193.85.85,bb.pool.ntp.org
141.193.85.86,0.bb.pool.ntp.org
141.193.85.86,1.bb.pool.ntp.org
141.193.85.86,2.bb.pool.ntp.org
141.193.85.86,3.bb.pool.ntp.org
141.193.85.86,bb.pool.ntp.org
141.193.85.87,0.bb.pool.ntp.org
141.193.85.87,1.bb.pool.ntp.org
141.193.85.87,2.bb.pool.ntp.org
141.193.85.87,3.bb.pool.ntp.org
141.193.85.87,bb.pool.ntp.org
141.193.87.84,0.jm.pool.ntp.org
141.193.87.84,1.jm.pool.ntp.org
141.193.87.84,2.jm.pool.ntp.org
141.193.87.84,3.jm.pool.ntp.org
141.193.87.84,jm.pool.ntp.org
141.193.87.85,0.jm.pool.ntp.org
141.193.87.85,1.jm.pool.ntp.org
141.193.87.85,2.jm.pool.ntp.org
141.193.87.85,3.jm.pool.ntp.org
141.193.87.85,jm.pool.ntp.org
141.193.87.86,0.jm.pool.ntp.org
141.193.87.86,1.jm.pool.ntp.org
141.193.87.86,2.jm.pool.ntp.org
141.193.87.86,3.jm.pool.ntp.org
141.193.87.86,jm.pool.ntp.org
141.193.87.87,0.jm.pool.ntp.org
141.193.87.87,1.jm.pool.ntp.org
141.193.87.87,2.jm.pool.ntp.org
141.193.87.87,3.jm.pool.ntp.org
141.193.87.87,jm.pool.ntp.org
141.227.139.58,0.ch.pool.ntp.org
141.227.139.58,0.europe.pool.ntp.org
141.227.139.58,3.ch.pool.ntp.org
141.227.158.150,0.fr.pool.ntp.org
141.227.158.150,3.europe.pool.ntp.org
141.227.158.150,3.fr.pool.ntp.org
141.227.158.150,europe.pool.ntp.org
141.227.158.150,fr.pool.ntp.org
142.4.192.253,0.north-america.pool.ntp.org
142.4.192.253,1.ca.pool.ntp.org
142.4.192.253,2.ca.pool.ntp.org
142.4.192.253,3.north-america.pool.ntp.org
142.4.192.253,ca.pool.ntp.org
142.91.99.46,0.sg.pool.ntp.org
142.91.99.46,1.asia.pool.ntp.org
142.91.99.46,2.asia.pool.ntp.org
142.91.99.46,2.sg.pool.ntp.org
142.91.99.46,sg.pool.ntp.org
142.91.103.26,1.asia.pool.ntp.org
142.91.103.26,1.sg.pool.ntp.org
142.91.103.26,3.sg.pool.ntp.org
142.91.103.26,sg.pool.ntp.org
142.91.105.55,0.jp.pool.ntp.org
142.91.105.55,1.jp.pool.ntp.org
142.91.105.55,2.jp.pool.ntp.org
142.91.105.55,3.asia.pool.ntp.org
142.91.108.61,0.asia.pool.ntp.org
142.91.108.61,0.jp.pool.ntp.org
142.91.108.61,1.jp.pool.ntp.org
142.91.108.61,2.jp.pool.ntp.org
142.91.108.61,jp.pool.ntp.org
142.132.200.241,0.de.pool.ntp.org
142.132.200.241,0.europe.pool.ntp.org
142.132.200.241,2.europe.pool.ntp.org
142.132.200.241,3.europe.pool.ntp.org
142.132.200.241,de.pool.ntp.org
142.132.220.112,de.pool.ntp.org
142.167.4.85,0.north-america.pool.ntp.org
142.167.4.85,1.ca.pool.ntp.org
142.167.4.85,3.ca.pool.ntp.org
142.167.4.85,3.north-america.pool.ntp.org
142.167.4.85,ca.pool.ntp.org
142.202.190.19,1.north-america.pool.ntp.org
142.202.190.19,1.us.pool.ntp.org
142.202.190.19,2.north-america.pool.ntp.org
142.202.190.19,us.pool.ntp.org
142.248.80.92,0.us.pool.ntp.org
142.248.80.92,1.us.pool.ntp.org
142.248.80.92,3.north-america.pool.ntp.org
142.248.80.92,us.pool.ntp.org
142.248.192.33,1.north-america.pool.ntp.org
142.248.192.33,2.us.pool.ntp.org
142.248.192.33,3.us.pool.ntp.org
142.248.192.33,us.pool.ntp.org
143.20.12.2,2.europe.pool.ntp.org
143.20.12.2,2.pt.pool.ntp.org
143.20.12.2,3.europe.pool.ntp.org
143.20.12.2,3.pt.pool.ntp.org
143.20.12.2,pt.pool.ntp.org
143.20.69.40,0.europe.pool.ntp.org
143.20.69.40,1.europe.pool.ntp.org
143.20.69.40,3.uk.pool.ntp.org
143.20.69.40,europe.pool.ntp.org
143.20.69.40,gb.pool.ntp.org
143.42.229.154,0.north-america.pool.ntp.org
143.42.229.154,1.north-america.pool.ntp.org
143.42.229.154,2.north-america.pool.ntp.org
143.42.229.154,2.us.pool.ntp.org
143.42.229.154,3.north-america.pool.ntp.org
143.42.229.154,3.us.pool.ntp.org
143.42.229.154,us.pool.ntp.org
143.107.229.210,0.south-america.pool.ntp.org
143.107.229.210,2.south-america.pool.ntp.org
143.107.229.210,3.br.pool.ntp.org
143.107.229.210,br.pool.ntp.org
143.107.229.211,0.south-america.pool.ntp.org
143.107.229.211,1.south-america.pool.ntp.org
143.107.229.211,3.br.pool.ntp.org
143.107.229.211,br.pool.ntp.org
143.110.241.116,2.in.pool.ntp.org
143.110.241.116,in.pool.ntp.org
143.202.160.162,1.cr.pool.ntp.org
143.202.160.162,2.cr.pool.ntp.org
143.202.160.162,cr.pool.ntp.org
144.6.63.144,2.oceania.pool.ntp.org
144.6.63.144,3.oceania.pool.ntp.org
144.6.139.249,3.au.pool.ntp.org
144.6.139.249,3.oceania.pool.ntp.org
144.6.227.199,1.au.pool.ntp.org
144.6.227.199,2.au.pool.ntp.org
144.6.227.199,oceania.pool.ntp.org
144.21.32.216,nl.pool.ntp.org
144.21.38.190,0.europe.pool.ntp.org
144.21.38.190,0.nl.pool.ntp.org
144.21.38.190,1.europe.pool.ntp.org
144.21.38.190,3.europe.pool.ntp.org
144.21.38.190,nl.pool.ntp.org
144.31.82.33,1.europe.pool.ntp.org
144.31.82.33,1.fi.pool.ntp.org
144.31.82.33,2.europe.pool.ntp.org
144.31.82.33,2.fi.pool.ntp.org
144.31.82.33,europe.pool.ntp.org
144.31.82.33,fi.pool.ntp.org
144.31.239.101,0.europe.pool.ntp.org
144.31.239.101,1.europe.pool.ntp.org
144.31.239.101,1.fi.pool.ntp.org
144.31.239.101,2.europe.pool.ntp.org
144.31.239.101,3.fi.pool.ntp.org
144.31.239.101,fi.pool.ntp.org
144.31.251.154,3.north-america.pool.ntp.org
144.34.193.110,2.us.pool.ntp.org
144.34.193.110,us.pool.ntp.org
144.76.43.40,0.de.pool.ntp.org
144.76.43.40,1.europe.pool.ntp.org
144.76.43.40,2.de.pool.ntp.org
144.76.43.40,3.de.pool.ntp.org
144.76.43.40,de.pool.ntp.org
144.76.44.69,de.pool.ntp.org
144.76.59.37,0.europe.pool.ntp.org
144.76.59.37,2.de.pool.ntp.org
144.76.59.37,2.europe.pool.ntp.org
144.76.59.37,3.europe.pool.ntp.org
144.76.59.37,de.pool.ntp.org
144.76.59.37,europe.pool.ntp.org
144.76.59.106,1.europe.pool.ntp.org
144.76.59.106,2.de.pool.ntp.org
144.76.59.106,de.pool.ntp.org
144.76.66.156,0.de.pool.ntp.org
144.76.66.156,0.europe.pool.ntp.org
144.76.66.156,2.europe.pool.ntp.org
144.76.66.156,3.de.pool.ntp.org
144.76.66.156,de.pool.ntp.org
144.76.66.156,europe.pool.ntp.org
144.76.66.157,0.de.pool.ntp.org
144.76.66.157,0.europe.pool.ntp.org
144.76.66.157,1.de.pool.ntp.org
144.76.66.157,1.europe.pool.ntp.org
144.76.66.157,3.de.pool.ntp.org
144.76.66.157,de.pool.ntp.org
144.76.66.157,europe.pool.ntp.org
144.76.76.107,0.de.pool.ntp.org
144.76.76.107,0.europe.pool.ntp.org
144.76.76.107,1.europe.pool.ntp.org
144.76.76.107,2.de.pool.ntp.org
144.76.76.107,de.pool.ntp.org
144.76.76.107,europe.pool.ntp.org
144.76.136.87,1.europe.pool.ntp.org
144.76.136.87,2.de.pool.ntp.org
144.76.136.87,2.europe.pool.ntp.org
144.76.136.87,3.de.pool.ntp.org
144.76.136.87,de.pool.ntp.org
144.76.139.8,0.de.pool.ntp.org
144.76.139.8,1.europe.pool.ntp.org
144.76.139.8,3.de.pool.ntp.org
144.76.139.8,3.europe.pool.ntp.org
144.76.139.8,de.pool.ntp.org
144.76.140.114,0.europe.pool.ntp.org
144.76.140.114,3.europe.pool.ntp.org
144.76.167.162,1.europe.pool.ntp.org
144.76.167.162,2.de.pool.ntp.org
144.76.167.162,3.europe.pool.ntp.org
144.76.167.162,de.pool.ntp.org
144.76.167.162,europe.pool.ntp.org
144.86.176.1,0.north-america.pool.ntp.org
144.86.176.1,2.us.pool.ntp.org
144.86.176.1,3.north-america.pool.ntp.org
144.86.176.1,us.pool.ntp.org
144.86.176.2,2.us.pool.ntp.org
144.86.176.2,3.north-america.pool.ntp.org
144.86.176.3,2.north-america.pool.ntp.org
144.86.176.4,0.north-america.pool.ntp.org
144.86.176.4,us.pool.ntp.org
144.86.176.5,2.north-america.pool.ntp.org
144.86.176.5,3.north-america.pool.ntp.org
144.86.176.6,3.north-america.pool.ntp.org
144.86.176.6,us.pool.ntp.org
144.86.176.8,us.pool.ntp.org
144.86.176.9,0.north-america.pool.ntp.org
144.86.176.11,1.us.pool.ntp.org
144.86.176.12,2.us.pool.ntp.org
144.86.176.12,us.pool.ntp.org
144.86.176.13,us.pool.ntp.org
144.86.176.14,us.pool.ntp.org
144.86.176.15,2.north-america.pool.ntp.org
144.86.176.15,us.pool.ntp.org
144.86.176.16,0.north-america.pool.ntp.org
144.86.176.17,2.north-america.pool.ntp.org
144.91.126.59,0.de.pool.ntp.org
144.91.126.59,0.europe.pool.ntp.org
144.91.126.59,1.de.pool.ntp.org
144.91.126.59,2.de.pool.ntp.org
144.91.126.59,3.europe.pool.ntp.org
144.91.126.59,de.pool.ntp.org
144.91.126.59,europe.pool.ntp.org
144.202.0.197,1.us.pool.ntp.org
144.202.0.197,2.north-america.pool.ntp.org
144.202.0.197,2.us.pool.ntp.org
144.202.0.197,3.north-america.pool.ntp.org
144.202.0.197,3.us.pool.ntp.org
144.202.0.197,us.pool.ntp.org
144.202.41.38,0.north-america.pool.ntp.org
144.202.41.38,1.us.pool.ntp.org
144.202.41.38,3.north-america.pool.ntp.org
144.202.41.38,3.us.pool.ntp.org
144.202.41.38,us.pool.ntp.org
144.202.62.209,2.north-america.pool.ntp.org
144.202.62.209,2.us.pool.ntp.org
144.202.62.209,3.north-america.pool.ntp.org
144.202.62.209,us.pool.ntp.org
144.202.66.214,1.us.pool.ntp.org
144.202.66.214,2.us.pool.ntp.org
144.202.66.214,3.north-america.pool.ntp.org
144.202.66.214,us.pool.ntp.org
144.217.4.129,0.north-america.pool.ntp.org
144.217.4.129,1.ca.pool.ntp.org
144.217.4.129,3.north-america.pool.ntp.org
145.40.176.243,0.gb.pool.ntp.org
145.40.176.243,2.gb.pool.ntp.org
145.53.74.170,0.europe.pool.ntp.org
145.53.74.170,0.nl.pool.ntp.org
145.53.74.170,1.europe.pool.ntp.org
145.53.74.170,3.nl.pool.ntp.org
145.53.74.170,europe.pool.ntp.org
145.53.74.170,nl.pool.ntp.org
145.102.0.154,0.nl.pool.ntp.org
145.102.0.154,1.nl.pool.ntp.org
145.102.0.154,2.europe.pool.ntp.org
145.102.0.154,3.nl.pool.ntp.org
145.102.0.154,europe.pool.ntp.org
145.102.0.154,nl.pool.ntp.org
145.102.0.156,0.europe.pool.ntp.org
145.102.0.156,2.europe.pool.ntp.org
145.102.0.156,3.nl.pool.ntp.org
145.102.0.156,europe.pool.ntp.org
145.102.0.156,nl.pool.ntp.org
146.59.30.179,0.fr.pool.ntp.org
146.59.30.179,3.fr.pool.ntp.org
146.59.30.179,europe.pool.ntp.org
146.59.45.208,0.pl.pool.ntp.org
146.59.45.208,1.europe.pool.ntp.org
146.59.45.208,1.pl.pool.ntp.org
146.59.45.208,2.europe.pool.ntp.org
146.59.88.209,0.europe.pool.ntp.org
146.59.88.209,1.fr.pool.ntp.org
146.190.241.218,0.ca.pool.ntp.org
146.190.241.218,0.north-america.pool.ntp.org
146.190.241.218,3.north-america.pool.ntp.org
146.190.241.218,ca.pool.ntp.org
146.255.56.84,2.at.pool.ntp.org
147.78.228.41,0.europe.pool.ntp.org
147.78.228.41,0.se.pool.ntp.org
147.78.228.41,1.europe.pool.ntp.org
147.78.228.41,3.europe.pool.ntp.org
147.78.228.41,europe.pool.ntp.org
147.78.228.41,se.pool.ntp.org
147.91.26.20,0.rs.pool.ntp.org
147.91.26.20,1.rs.pool.ntp.org
147.91.26.20,2.rs.pool.ntp.org
147.91.26.20,3.rs.pool.ntp.org
147.91.26.20,rs.pool.ntp.org
147.135.129.168,0.fr.pool.ntp.org
147.135.129.168,1.europe.pool.ntp.org
147.135.129.168,europe.pool.ntp.org
147.139.201.4,1.id.pool.ntp.org
147.189.136.126,2.ca.pool.ntp.org
147.189.136.126,ca.pool.ntp.org
147.251.48.140,0.europe.pool.ntp.org
147.251.48.140,3.cz.pool.ntp.org
147.251.48.140,cz.pool.ntp.org
147.251.48.140,europe.pool.ntp.org
148.71.14.63,1.europe.pool.ntp.org
148.71.14.63,1.pt.pool.ntp.org
148.71.14.63,pt.pool.ntp.org
148.113.16.33,3.in.pool.ntp.org
148.113.167.187,ca.pool.ntp.org
148.113.173.205,0.ca.pool.ntp.org
148.113.173.205,3.north-america.pool.ntp.org
148.251.5.46,2.de.pool.ntp.org
148.251.5.46,2.europe.pool.ntp.org
148.251.5.46,3.de.pool.ntp.org
148.251.5.46,de.pool.ntp.org
148.251.5.46,europe.pool.ntp.org
148.251.235.164,3.de.pool.ntp.org
148.251.235.164,3.europe.pool.ntp.org
148.251.235.164,de.pool.ntp.org
149.28.61.105,2.us.pool.ntp.org
149.28.61.105,3.north-america.pool.ntp.org
149.28.61.105,3.us.pool.ntp.org
149.28.61.105,us.pool.ntp.org
149.28.118.175,1.us.pool.ntp.org
149.28.118.175,us.pool.ntp.org
149.28.200.179,0.north-america.pool.ntp.org
149.28.200.179,1.north-america.pool.ntp.org
149.28.200.179,2.north-america.pool.ntp.org
149.28.200.179,2.us.pool.ntp.org
149.28.200.179,3.north-america.pool.ntp.org
149.28.200.179,us.pool.ntp.org
149.28.221.32,1.us.pool.ntp.org
149.56.19.163,0.north-america.pool.ntp.org
149.56.19.163,2.north-america.pool.ntp.org
149.56.19.163,3.ca.pool.ntp.org
149.56.19.163,ca.pool.ntp.org
149.56.47.60,1.north-america.pool.ntp.org
149.56.47.60,ca.pool.ntp.org
149.118.69.250,0.oceania.pool.ntp.org
149.143.87.22,2.nl.pool.ntp.org
149.143.87.22,europe.pool.ntp.org
149.143.87.22,nl.pool.ntp.org
149.154.70.34,1.ru.pool.ntp.org
149.154.70.34,2.europe.pool.ntp.org
149.156.70.60,1.pl.pool.ntp.org
149.156.70.60,3.europe.pool.ntp.org
149.156.70.60,pl.pool.ntp.org
149.156.70.75,3.pl.pool.ntp.org
149.248.11.87,0.north-america.pool.ntp.org
149.248.11.87,2.us.pool.ntp.org
149.248.11.94,0.north-america.pool.ntp.org
149.248.11.94,1.us.pool.ntp.org
149.248.11.94,2.us.pool.ntp.org
149.248.11.94,3.north-america.pool.ntp.org
149.248.11.94,3.us.pool.ntp.org
149.248.11.94,us.pool.ntp.org
149.248.12.167,0.north-america.pool.ntp.org
149.248.12.167,2.us.pool.ntp.org
149.248.12.167,3.north-america.pool.ntp.org
149.248.12.167,3.us.pool.ntp.org
149.248.12.167,us.pool.ntp.org
149.255.155.210,0.asia.pool.ntp.org
149.255.155.210,0.az.pool.ntp.org
149.255.155.210,1.az.pool.ntp.org
149.255.155.210,2.az.pool.ntp.org
149.255.155.210,3.asia.pool.ntp.org
149.255.155.210,3.az.pool.ntp.org
149.255.155.210,az.pool.ntp.org
150.107.75.115,0.au.pool.ntp.org
150.107.75.115,2.au.pool.ntp.org
150.107.75.115,3.oceania.pool.ntp.org
150.107.75.115,au.pool.ntp.org
150.107.75.115,oceania.pool.ntp.org
151.0.2.53,2.ru.pool.ntp.org
151.0.2.53,3.europe.pool.ntp.org
151.0.2.53,3.ru.pool.ntp.org
151.0.2.53,europe.pool.ntp.org
151.0.2.53,ru.pool.ntp.org
151.0.2.54,0.ru.pool.ntp.org
151.0.2.54,1.ru.pool.ntp.org
151.0.2.54,europe.pool.ntp.org
151.0.2.54,ru.pool.ntp.org
151.80.32.71,2.europe.pool.ntp.org
151.80.32.71,fr.pool.ntp.org
151.80.168.4,0.fr.pool.ntp.org
151.80.168.4,2.fr.pool.ntp.org
151.80.168.4,3.europe.pool.ntp.org
151.80.168.4,fr.pool.ntp.org
151.236.6.247,2.at.pool.ntp.org
151.236.6.247,at.pool.ntp.org
151.236.30.71,0.europe.pool.ntp.org
151.236.30.71,1.at.pool.ntp.org
151.236.30.71,3.at.pool.ntp.org
151.236.30.71,at.pool.ntp.org
151.236.30.71,europe.pool.ntp.org
151.242.132.5,2.it.pool.ntp.org
151.248.239.76,0.ch.pool.ntp.org
152.36.194.234,1.asia.pool.ntp.org
152.36.194.234,2.af.pool.ntp.org
152.36.194.234,3.af.pool.ntp.org
152.36.194.234,3.asia.pool.ntp.org
152.36.194.234,af.pool.ntp.org
152.36.194.242,0.af.pool.ntp.org
152.36.194.242,3.af.pool.ntp.org
152.36.194.242,af.pool.ntp.org
152.36.198.158,0.af.pool.ntp.org
152.36.198.158,0.asia.pool.ntp.org
152.36.198.158,1.af.pool.ntp.org
152.36.198.158,2.asia.pool.ntp.org
152.36.198.158,3.af.pool.ntp.org
152.36.198.158,af.pool.ntp.org
152.36.198.242,1.af.pool.ntp.org
152.36.198.242,3.af.pool.ntp.org
152.36.198.242,af.pool.ntp.org
152.36.199.54,1.af.pool.ntp.org
152.36.199.54,1.asia.pool.ntp.org
152.36.199.54,2.af.pool.ntp.org
152.36.199.54,af.pool.ntp.org
152.36.199.118,1.af.pool.ntp.org
152.36.199.118,af.pool.ntp.org
152.36.202.182,1.af.pool.ntp.org
152.36.202.182,3.af.pool.ntp.org
152.36.202.182,af.pool.ntp.org
152.36.202.186,0.asia.pool.ntp.org
152.36.202.186,1.af.pool.ntp.org
152.36.202.186,2.af.pool.ntp.org
152.36.202.186,af.pool.ntp.org
152.36.202.190,0.asia.pool.ntp.org
152.36.202.190,1.asia.pool.ntp.org
152.36.202.190,3.af.pool.ntp.org
152.36.202.190,3.asia.pool.ntp.org
152.36.202.190,af.pool.ntp.org
152.36.202.194,0.af.pool.ntp.org
152.36.202.194,1.af.pool.ntp.org
152.36.202.194,af.pool.ntp.org
152.36.206.142,3.af.pool.ntp.org
152.36.206.142,3.asia.pool.ntp.org
152.36.206.142,af.pool.ntp.org
152.36.206.178,1.af.pool.ntp.org
152.36.206.178,af.pool.ntp.org
152.42.247.214,1.asia.pool.ntp.org
152.42.247.214,3.asia.pool.ntp.org
152.42.247.214,3.sg.pool.ntp.org
152.42.247.214,sg.pool.ntp.org
152.53.14.198,de.pool.ntp.org
152.53.15.80,0.de.pool.ntp.org
152.53.15.80,0.europe.pool.ntp.org
152.53.15.80,1.de.pool.ntp.org
152.53.15.80,1.europe.pool.ntp.org
152.53.15.80,3.de.pool.ntp.org
152.53.15.80,de.pool.ntp.org
152.53.15.80,europe.pool.ntp.org
152.53.15.127,0.at.pool.ntp.org
152.53.15.127,2.at.pool.ntp.org
152.53.15.127,3.europe.pool.ntp.org
152.53.15.127,at.pool.ntp.org
152.53.15.127,europe.pool.ntp.org
152.53.38.112,3.us.pool.ntp.org
152.53.100.131,0.at.pool.ntp.org
152.53.100.131,0.europe.pool.ntp.org
152.53.100.131,1.at.pool.ntp.org
152.53.100.131,1.europe.pool.ntp.org
152.53.100.131,2.at.pool.ntp.org
152.53.100.131,3.europe.pool.ntp.org
152.53.100.131,at.pool.ntp.org
152.53.119.76,0.at.pool.ntp.org
152.53.119.76,1.europe.pool.ntp.org
152.53.119.76,2.at.pool.ntp.org
152.53.119.76,3.europe.pool.ntp.org
152.53.119.76,at.pool.ntp.org
152.53.119.76,europe.pool.ntp.org
152.53.132.244,0.europe.pool.ntp.org
152.53.132.244,1.europe.pool.ntp.org
152.53.132.244,3.at.pool.ntp.org
152.53.132.244,at.pool.ntp.org
152.53.132.244,europe.pool.ntp.org
152.53.133.5,0.europe.pool.ntp.org
152.53.133.5,1.europe.pool.ntp.org
152.53.133.5,2.de.pool.ntp.org
152.53.133.5,2.europe.pool.ntp.org
152.53.133.5,de.pool.ntp.org
152.53.133.5,europe.pool.ntp.org
152.53.167.67,0.north-america.pool.ntp.org
152.53.167.67,1.us.pool.ntp.org
152.53.167.67,3.us.pool.ntp.org
152.53.167.67,us.pool.ntp.org
152.53.184.240,0.at.pool.ntp.org
152.53.184.240,1.at.pool.ntp.org
152.53.191.142,0.europe.pool.ntp.org
152.53.191.142,1.de.pool.ntp.org
152.53.191.142,3.de.pool.ntp.org
152.53.191.142,de.pool.ntp.org
152.53.191.142,europe.pool.ntp.org
152.53.244.132,1.europe.pool.ntp.org
152.65.32.104,0.no.pool.ntp.org
152.65.32.104,1.no.pool.ntp.org
152.65.32.104,2.europe.pool.ntp.org
152.65.32.104,2.no.pool.ntp.org
152.65.32.104,3.europe.pool.ntp.org
152.65.32.104,europe.pool.ntp.org
152.65.32.104,no.pool.ntp.org
152.67.108.225,1.oceania.pool.ntp.org
152.67.150.30,gb.pool.ntp.org
152.70.97.72,3.jp.pool.ntp.org
152.117.85.89,0.north-america.pool.ntp.org
153.66.142.74,1.us.pool.ntp.org
154.6.3.7,0.pa.pool.ntp.org
154.6.3.7,1.pa.pool.ntp.org
154.6.3.7,2.pa.pool.ntp.org
154.6.3.7,3.pa.pool.ntp.org
154.6.3.7,pa.pool.ntp.org
155.4.55.243,0.europe.pool.ntp.org
155.4.55.243,0.se.pool.ntp.org
155.4.55.243,1.europe.pool.ntp.org
155.4.55.243,1.se.pool.ntp.org
155.4.55.243,2.europe.pool.ntp.org
155.4.55.243,3.europe.pool.ntp.org
155.4.55.243,se.pool.ntp.org
155.138.134.195,0.north-america.pool.ntp.org
155.138.134.195,1.north-america.pool.ntp.org
155.138.134.195,2.ca.pool.ntp.org
155.138.134.195,3.north-america.pool.ntp.org
155.138.134.195,ca.pool.ntp.org
155.138.155.0,1.ca.pool.ntp.org
155.212.141.221,1.ru.pool.ntp.org
155.232.19.6,1.africa.pool.ntp.org
155.232.19.6,1.za.pool.ntp.org
155.232.19.6,3.africa.pool.ntp.org
155.232.19.6,africa.pool.ntp.org
155.232.19.6,za.pool.ntp.org
155.232.19.7,0.africa.pool.ntp.org
155.232.19.7,0.za.pool.ntp.org
155.232.19.7,1.africa.pool.ntp.org
155.232.19.7,2.africa.pool.ntp.org
155.232.19.7,2.za.pool.ntp.org
155.232.19.7,3.africa.pool.ntp.org
155.232.19.7,africa.pool.ntp.org
155.232.19.7,za.pool.ntp.org
155.248.202.205,0.north-america.pool.ntp.org
155.248.202.205,0.us.pool.ntp.org
155.248.202.205,3.north-america.pool.ntp.org
155.248.202.205,us.pool.ntp.org
156.17.245.123,1.pl.pool.ntp.org
156.17.245.123,2.pl.pool.ntp.org
156.17.245.123,europe.pool.ntp.org
156.17.245.123,pl.pool.ntp.org
156.106.214.48,0.ch.pool.ntp.org
156.106.214.48,0.europe.pool.ntp.org
156.106.214.48,2.be.pool.ntp.org
156.106.214.48,2.ch.pool.ntp.org
156.106.214.48,3.be.pool.ntp.org
156.106.214.48,3.europe.pool.ntp.org
156.106.214.48,be.pool.ntp.org
156.106.214.48,ch.pool.ntp.org
156.106.214.48,europe.pool.ntp.org
156.106.214.52,0.be.pool.ntp.org
156.106.214.52,0.europe.pool.ntp.org
156.106.214.52,1.be.pool.ntp.org
156.106.214.52,2.be.pool.ntp.org
156.106.214.52,2.ch.pool.ntp.org
156.106.214.52,3.ch.pool.ntp.org
156.106.214.52,3.europe.pool.ntp.org
156.106.214.52,be.pool.ntp.org
156.106.214.52,ch.pool.ntp.org
156.106.214.52,europe.pool.ntp.org
157.7.213.62,1.asia.pool.ntp.org
157.7.213.62,2.jp.pool.ntp.org
157.7.213.62,3.asia.pool.ntp.org
157.7.213.62,3.jp.pool.ntp.org
157.10.238.2,0.bd.pool.ntp.org
